user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
surajd1973,Suraj Das,972029049466843136,2018-03-09 08:39:19,/surajd1973/status/972029049466843136,0,0,0,"Any ideas why is JSPL getting more hit than JSW Steel or Tata Steel? Down from almost 270 levels to current 228 levels. Any clarification would be greatly appreciated.
@Amit_Jeswani1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any ideas why is JSPL getting more hit than JSW <strong>Steel</strong> <strong>or</strong> <strong>Tata Steel</strong>? Down from almost 270 levels to current 228 levels. Any clarification would be greatly appreciated.
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""136100401"" dir=""ltr"" href=""/Amit_Jeswani1""><s>@</s><b>Amit_Jeswani1</b></a></p>"
surajd1973,Suraj Das,972021972451319808,2018-03-09 08:11:12,/surajd1973/status/972021972451319808,0,0,0,Any ideas why is JSPL getting more hit than JSW Steel or Tata Steel? Down from almost 270 levels to current 228 levels. Any clarification would be greatly appreciated.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any ideas why is JSPL getting more hit than JSW <strong>Steel</strong> <strong>or</strong> <strong>Tata Steel</strong>? Down from almost 270 levels to current 228 levels. Any clarification would be greatly appreciated.</p>"
RiteshGaggar,Ritesh,971931553864433664,2018-03-09 02:11:54,/RiteshGaggar/status/971931553864433664,0,0,0,"Fair, but these will be earnings/cashflow diluting for buyers like Edelweiss or Tata Steel. Will look again.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Fair, but these will be earnings/cashflow diluting for buyers like Edelweiss <strong>or</strong> <strong>Tata Steel</strong>. Will look again.</p>"
devadvisory9939,DEV,971727334674976768,2018-03-08 12:40:25,/devadvisory9939/status/971727334674976768,0,0,0,Apollo Tyres and Tata Chemicals worked out perfectly. Others either flat or slightly down. Tata Steel was a clear pass.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Apollo Tyres and <strong>Tata</strong> Chemicals worked out perfectly. Others either flat <strong>or</strong> slightly down. <strong>Tata Steel</strong> was a clear pass.</p>"
rharisap,Hari,971431150148141056,2018-03-07 17:03:29,/rharisap/status/971431150148141056,0,0,0,So Tata steel will fall further or go up?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">So <strong>Tata steel</strong> will fall further <strong>or</strong> go up?</p>"
awesome_rajesh_,Rajesh,971408989085773824,2018-03-07 15:35:25,/awesome_rajesh_/status/971408989085773824,0,0,0,Sir upper circuit in Tata Steel or Bhushan Steel? I guess it has to be Bhushan Steel?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sir upper circuit in <strong>Tata Steel</strong> <strong>or</strong> Bhushan <strong>Steel</strong>? I guess it has to be Bhushan <strong>Steel</strong>?</p>"
hdevreij,Hans de Vreij,971351042225995776,2018-03-07 11:45:09,/hdevreij/status/971351042225995776,11,0,5,"The Dutch branch of Tata Steel exports tinned steel to the U.S. because somehow Americans can't make it themselves. Just like they can't produce Audi's, BMW's or other quality cars themselves (without importing entire European car factories). Conclusion: Third World workforce...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Dutch branch of <strong>Tata Steel</strong> exports tinned <strong>steel</strong> to the U.S. because somehow Americans can't make it themselves. Just like they can't produce Audi's, BMW's <strong>or</strong> other quality cars themselves (without importing entire European car factories). Conclusion: Third World workforce...</p>"
RaghuramanMenon,Chowkidar Raghu,950975842104078336,2018-01-10 06:21:23,/RaghuramanMenon/status/950975842104078336,0,0,0,"I heard in 80's Tata Steel Jamshedpur had the plates and cups printed with "" This Plate or Cup Stolen From Tata Canteen"" https://twitter.com/muglikar_/status/950969019133284352 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I heard in 80's <strong>Tata Steel</strong> Jamshedpur had the plates and cups printed with "" This Plate <strong>or</strong> Cup Stolen From <strong>Tata</strong> Canteen""<img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/muglikar_/status/950969019133284352"" dir=""ltr"" href=""https://t.co/lGnylfVl7h"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/muglikar_/status/950969019133284352""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/muglikar_/stat</span><span class=""invisible"">us/950969019133284352</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
HighPeakSteels,High Peak Steels,950702766908956674,2018-01-09 12:16:17,/HighPeakSteels/status/950702766908956674,0,0,0,"#steelbar #steelstockists Mobile canning concept to cut food loss developed by Tata Steel - A third of all food production worldwide is lost or wasted before it even reaches consumers including postharvest handling, storage, processing, packaging and ... http://ow.ly/LJv350g4fGd ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/steelbar?src=hash""><s>#</s><b>steelbar</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/steelstockists?src=hash""><s>#</s><b>steelstockists</b></a> Mobile canning concept to cut food loss developed by <strong>Tata Steel</strong> - A third of all food production worldwide is lost <strong>or</strong> wasted before it even reaches consumers including postharvest handling, storage, processing, packaging and ... <a class=""twitter-timeline-link"" data-expanded-url=""http://ow.ly/LJv350g4fGd"" dir=""ltr"" href=""https://t.co/CxU6437kBD"" rel=""nofollow noopener"" target=""_blank"" title=""http://ow.ly/LJv350g4fGd""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ow.ly/LJv350g4fGd</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
Vikingavfc,VillaViking,950441875105812480,2018-01-08 18:59:36,/Vikingavfc/status/950441875105812480,0,0,0,"What about Tata steel, can you tell me how the EU helped the steel workers?  What about all the unemployed around the EU, surely its our Govt creating the jobs not the EU or the position would be reversed?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What about <strong>Tata steel</strong>, can you tell me how the EU helped the <strong>steel</strong> workers?  What about all the unemployed around the EU, surely its our Govt creating the jobs not the EU <strong>or</strong> the position would be reversed?</p>"
Kapil2576,kapil bagga,950287655635378177,2018-01-08 08:46:47,/Kapil2576/status/950287655635378177,0,0,0,Steel sector in 2018?Which are top couple of companies to put money money? Tata steel or jsw or jspl or any other?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Steel</strong> sector in 2018?Which are top couple of companies to put money money? <strong>Tata steel</strong> <strong>or</strong> jsw <strong>or</strong> jspl <strong>or</strong> any other?</p>"
PanelResearch,Research Panel,950259548299739142,2018-01-08 06:55:05,/PanelResearch/status/950259548299739142,1,0,0,"#Stocks in the news: Sun Pharma, Shakti Pumps, Tata Steel, Sobha, Goa Carbon, Aban Offshore, NBCC
#ResearchPanel
For more Contact us @ +91-7772000003  or visit- http://researchpanel.co.in/ pic.twitter.com/5woiozr3rU","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Stocks?src=hash""><s>#</s><b>Stocks</b></a> in the news: Sun Pharma, Shakti Pumps, <strong>Tata Steel</strong>, Sobha, Goa Carbon, Aban Offshore, NBCC
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ResearchPanel?src=hash""><s>#</s><b>ResearchPanel</b></a>
For more Contact us @ +91-7772000003  <strong>or</strong> visit- <a class=""twitter-timeline-link"" data-expanded-url=""http://researchpanel.co.in/"" dir=""ltr"" href=""https://t.co/MMMdgHUV5u"" rel=""nofollow noopener"" target=""_blank"" title=""http://researchpanel.co.in/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">researchpanel.co.in</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5woiozr3rU"">pic.twitter.com/5woiozr3rU</a></p>"
AjaySawant1801,Ajay Sawant,966518516038885376,2018-02-22 03:42:25,/AjaySawant1801/status/966518516038885376,0,0,0,Position in tata steel in March contract @700 strike price @6.50 premium ... Can I hold it  or sold it,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Position in <strong>tata steel</strong> in March contract <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""7636822"" dir=""ltr"" href=""/700""><s>@</s><b>700</b></a> strike price <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""662693"" dir=""ltr"" href=""/6""><s>@</s><b>6</b></a>.50 premium ... Can I hold it  <strong>or</strong> sold it</p>"
AjaySawant1801,Ajay Sawant,966518219782565888,2018-02-22 03:41:15,/AjaySawant1801/status/966518219782565888,0,0,0,"Option position in tata steel...
Strike price 700 @6.50 premium in March contract ..
Can I hold it or sold it","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Option position in <strong>tata steel</strong>...
Strike price 700 <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""662693"" dir=""ltr"" href=""/6""><s>@</s><b>6</b></a>.50 premium in March contract ..
Can I hold it <strong>or</strong> sold it</p>"
EmmKay_RA,EMMKAY,966515634224836608,2018-02-22 03:30:58,/EmmKay_RA/status/966515634224836608,6,3,0,"Looking for gapdown following global clues and in continuation negative trend, range10330-530 and volatile market on FnO Expiry!
BO any side, extend the slide or confirm the bottom!
Stock in focus Britania/Adani entered/Prakashind/Tata Steel/Jsw steel/Titan","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Looking for gapdown following global clues and in continuation negative trend, range10330-530 and volatile market on FnO Expiry!
BO any side, extend the slide <strong>or</strong> confirm the bottom!
Stock in focus Britania/Adani entered/Prakashind/<strong>Tata Steel</strong>/Jsw <strong>steel</strong>/Titan</p>"
piercepenniless,James B,966233598910193670,2018-02-21 08:50:16,/piercepenniless/status/966233598910193670,59,0,22,"During the Tata steel crisis, Telegraph readers might have been confused by its gentle and loving coverage of China's role. Anything to do with the £10,000 ad buy, or £800k supplement contract? Without fear, but a lot of favour. https://twitter.com/MrRFH/status/921995789328453632 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">During the <strong>Tata steel</strong> crisis, Telegraph readers might have been confused by its gentle and loving coverage of China's role. Anything to do with the £10,000 ad buy, <strong>or</strong> £800k supplement contract? Without fear, but a lot of favour. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MrRFH/status/921995789328453632"" dir=""ltr"" href=""https://t.co/FwGw4M3yPe"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MrRFH/status/921995789328453632""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MrRFH/status/9</span><span class=""invisible"">21995789328453632</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
ninadaranke,Ninad Aranke,965998356144279553,2018-02-20 17:15:30,/ninadaranke/status/965998356144279553,1,0,0,"These r business in trouble on paper not scam ,Bhushan. Steel like majors eg jp associate 65K cr moved to NCLT 
,So govt or banks need go by it
Today's news jindal & tata steel 
Bidding aggressively for Bhushan steel ,so 1 case of 45 k cr will b cleared for banks","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">These r business in trouble on paper not scam ,Bhushan. <strong>Steel</strong> like majors eg jp associate 65K cr moved to NCLT 
,So govt <strong>or</strong> banks need go by it
Today's news jindal &amp; <strong>tata steel</strong> 
Bidding aggressively for Bhushan <strong>steel</strong> ,so 1 case of 45 k cr will b cleared for banks</p>"
DArpitBhargava,ARPIT BHARGAVA,965815170479067136,2018-02-20 05:07:35,/DArpitBhargava/status/965815170479067136,2,0,0,"#INTRADAY CUM #BTST FUTURE CALL:

BUY #TATA #STEEL @ 655 OR TILL 650 FOR TARGETS OF 668/688+ WITH #STOPLOSS OF 648.

TRAIL YOUR STOP LOSS ONCE YOU GET IN #PROFIT.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/INTRADAY?src=hash""><s>#</s><b>INTRADAY</b></a> CUM <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BTST?src=hash""><s>#</s><b>BTST</b></a> FUTURE CALL:

BUY <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TATA?src=hash""><s>#</s><b><strong>TATA</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/STEEL?src=hash""><s>#</s><b><strong>STEEL</strong></b></a> @ 655 <strong>OR</strong> TILL 650 FOR TARGETS OF 668/688+ WITH <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/STOPLOSS?src=hash""><s>#</s><b>STOPLOSS</b></a> OF 648.

TRAIL YOUR STOP LOSS ONCE YOU GET IN <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PROFIT?src=hash""><s>#</s><b>PROFIT</b></a>.</p>"
Sunil29164618,Sunil,965642671170572289,2018-02-19 17:42:08,/Sunil29164618/status/965642671170572289,0,1,0,Hi ....What about tmrw tata steel stocks up or down,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi ....What about tmrw <strong>tata steel</strong> stocks up <strong>or</strong> down</p>"
mrmarkf,Mark F     #FBPE,965632087255605248,2018-02-19 17:00:04,/mrmarkf/status/965632087255605248,1,0,0,"“Disgusted of Kent” may be in for a shock. Final salary pension schemes require viable companies. Just look at Carillion, BHS or Tata Steel. 
Brexit could yet cause currently solvent companies to go under and smash pensioners pensions with them.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">“Disgusted of Kent” may be in for a shock. Final salary pension schemes require viable companies. Just look at Carillion, BHS <strong>or</strong> <strong>Tata Steel</strong>. 
Brexit could yet cause currently solvent companies to go under and smash pensioners pensions with them.</p>"
jshailesh,Shailesh Jadhav,965619037370703873,2018-02-19 16:08:13,/jshailesh/status/965619037370703873,0,0,0,I guess Tata steel or any other company will purchase bhushan steel through some banks consortium only n not from their bank balance. Iska MATLAB?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I guess <strong>Tata steel</strong> <strong>or</strong> any other company will purchase bhushan <strong>steel</strong> through some banks consortium only n not from their bank balance. Iska MATLAB?</p>"
TataSteelLtd,Tata Steel,965562293898698752,2018-02-19 12:22:44,/TataSteelLtd/status/965562293898698752,0,0,0,"residents or non-residents applying on non repatriable basis and """"Tata Steel Partly Paid - Rights Issue - Escrow Collection - NR"""" in case of non-residents applying on repatriable basis.

Regards, 
Team Tata Steel
http://www.tatasteel.com/ ""
 3/3","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">residents <strong>or</strong> non-residents applying on non repatriable basis and """"<strong>Tata Steel</strong> Partly Paid - Rights Issue - Escrow Collection - NR"""" in case of non-residents applying on repatriable basis.

Regards, 
Team <strong>Tata Steel</strong>
<a class=""twitter-timeline-link"" data-expanded-url=""http://www.tatasteel.com/"" dir=""ltr"" href=""https://t.co/pSEi0qhCCE"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.tatasteel.com/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">tatasteel.com</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>""
 3/3</p>"
TataSteelLtd,Tata Steel,965562281735217153,2018-02-19 12:22:41,/TataSteelLtd/status/965562281735217153,0,2,0,"Dear Ameet,

You may use the appened details:

For Fully Paid shares
Cheques / Drafts should be drawn in favour of """"Tata Steel Fully Paid - Rights Issue - Escrow Collection - R"""" in case of  residents or non-residents applying on non repatriable basis and """"Tata 1/3","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Dear Ameet,

You may use the appened details:

For Fully Paid shares
Cheques / Drafts should be drawn in favour of """"<strong>Tata Steel</strong> Fully Paid - Rights Issue - Escrow Collection - R"""" in case of  residents <strong>or</strong> non-residents applying on non repatriable basis and """"<strong>Tata</strong> 1/3</p>"
kamalagarwal70,Kamal Agarwal,965553581679026181,2018-02-19 11:48:07,/kamalagarwal70/status/965553581679026181,0,0,0,"No you cannot compare with SAIL , its a PSU. You may compare with JSW Steel or Tata Steel","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No you cannot compare with SAIL , its a PSU. You may compare with JSW <strong>Steel</strong> <strong>or</strong> <strong>Tata Steel</strong></p>"
Shomesuvra,Shome suvra,965551591645474816,2018-02-19 11:40:13,/Shomesuvra/status/965551591645474816,0,0,0,Tata steel mustt have committed to the greater interest of the lenders like upfront payment or equty write up in their favour.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tata steel</strong> mustt have committed to the greater interest of the lenders like upfront payment <strong>or</strong> equty write up in their favour.</p>"
